s2_q3_baseline,s3_q6_a_7_baseline,s3_q6_a_9_baseline,s3_q6_9_baseline,forecast_ability_baseline,s6f_q4_baseline,s7_q16_baseline,inside_total_hrs_baseline,work_total_hrs_baseline,s9_q4_field_count_baseline,dem_q2_baseline,dem_q3_baseline,dem_q5_baseline,yrs_educ_formal_baseline,dem_q8_baseline,own_house_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s7_q2_baseline_r,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
50,0,1,0,0.38022083044052124,70,4,20.5,11.5,0,4,0,0,12,2,1,0.685176432132721,Private job with a salary,2,1,1,4,1,1,1,3,3,1,0,350,350,0
46,0,0,0,1.1002779006958008,100,1,12,11,0,5,0,0,0,1,0,-0.06621140241622925,Earnings from trade,3,1,1,1,1,0,0,2,2,1,0,300,300,0
28,1,0,0,1.0590959787368774,90,2,22.5,10,0,6,1,1,10,1,0,0.685176432132721,Private job with a salary,2,1,1,4,1,1,1,3,4,1,0,200,200,0
35,1,0,0,1.0590959787368774,90,2,23,10,0,3,0,1,0,1,0,0.685176432132721,Private job with a salary,2,1,0,4,1,1,1,2,3,0,1,300,300,0
53,1,0,0,1.0590959787368774,100,1,11,9.999999046325684,1,6,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,1,1,1,0,0,1,2,3,1,0,150,150,0
61,0,0,0,0.7116279006004333,90,2,23,8.5,1,9,1,1,8,2,1,-0.06621140241622925,Earnings from trade,3,1,1,1,1,0,1,2,2,1,0,240,240,0
42,0,0,0,1.4406778812408447,80,1,22,12.5,2,7,0,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,2,0,0,200,230,-30
50,0,1,1,1.1332234144210815,100,1,12.166666030883789,10,0,10,0,0,0,3,1,-0.8175992965698242,Daily labour,3,1,1,1,0,0,1,6,5,1,0,180,180,0
43,0,0,0,0.9767322540283203,50,1,15,7,0,5,0,0,4,1,1,-0.06621140241622925,Daily labour,3,1,1,3,1,0,1,2,3,1,0,80,80,0
33,0,0,1,0.7860465049743652,60,1,24,9.5,0,2,0,0,10,2,0,-0.06621140241622925,Current government job,3,1,1,2,1,0,1,2,2,1,0,60,60,0
36,0,0,0,1.1464730501174927,70,2,13,9,2,12,1,1,10,2,1,-0.8175992965698242,Earnings from trade,3,0,0,4,1,0,2,4,4,0,1,204,188,16
36,0,0,0,1.542372703552246,80,2,22,16,0,5,0,1,8,1,1,-0.8175992965698242,Earnings from trade,3,0,0,1,0,0,1,2,4,1,1,210,190,20
37,0,0,0,1.5932202339172363,80,2,12,12,1,8,1,1,8,1,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,232,246,-14
35,0,0,0,0.8976744413375854,80,1,20,13.5,1,6,0,1,8,2,0,0.685176432132721,Private job with a salary,3,0,0,2,1,0,1,2,2,0,1,270,240,30
26,0,0,0,0.9034760594367981,90,1,13.5,15,0,2,1,0,10,1,1,-0.06621140241622925,Daily labour,3,0,1,2,0,0,1,2,4,0,0,150,190,-40
30,0,1,1,1.0179141759872437,100,1,12,10.333333015441895,0,6,0,0,8,1,1,-0.8175992965698242,Daily labour,3,1,0,1,0,0,1,3,3,1,1,110,110,0
35,0,1,1,1.4406778812408447,60,1,16,16.5,0,5,0,1,0,1,1,0.685176432132721,Daily labour,3,0,0,1,1,0,1,2,5,1,1,230,200,30
48,0,1,0,0.3342134654521942,90,1,13.5,11.5,0,5,0,1,10,2,1,-0.06621140241622925,Daily labour,3,1,0,2,1,0,1,3,4,1,0,300,300,0
51,0,0,0,0.935550332069397,60,2,24,10,0,10,1,1,12,2,1,1.436564326286316,Earnings from trade,2,1,0,3,1,1,2,3,3,1,1,150,15,135
30,0,0,1,1.5627117156982422,90,1,22,17,1,9,0,1,12,2,1,-0.06621140241622925,Earnings from trade,3,0,1,2,1,0,1,3,3,0,0,250,290,-40
38,1,0,0,0.9767322540283203,80,2,13,11,0,7,0,1,9,1,1,-0.06621140241622925,Daily labour,2,1,1,2,1,0,1,2,4,1,0,200,200,0
35,1,0,0,0.9767322540283203,80,1,22,10,0,5,0,1,0,1,1,0.685176432132721,Private job with a salary,2,1,0,5,1,1,1,2,2,1,1,250,250,0
38,0,0,0,1.4406778812408447,80,2,13,9,1,6,1,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,3,0,1,209,200,9
40,0,1,1,0.943975567817688,80,1,12,15,0,6,1,1,3,1,0,0.685176432132721,Daily labour,4,0,1,1,1,0,1,2,4,0,0,200,250,-50
21,0,0,1,0.935550332069397,90,1,17,6,0,7,0,0,12,2,1,-0.06621140241622925,Daily labour,4,1,0,1,1,0,2,2,2,1,1,170,170,0
35,0,0,0,0.8009302616119385,90,1,19,13,1,6,0,1,8,1,0,-0.06621140241622925,Current government job,3,0,0,3,1,0,0,2,2,0,1,220,200,20
24,0,0,0,1.4610167741775513,82,1,22,16,1,12,1,1,12,4,1,-1.5689871311187744,Earnings from trade,3,0,0,4,1,0,2,4,3,0,1,270,240,30
42,0,0,0,0.9720930457115173,80,1,14,11,1,5,0,1,10,1,0,-0.06621140241622925,Current government job,3,0,1,4,1,0,1,2,3,0,0,200,225,-25
45,1,1,1,0.24219875037670135,70,4,21.5,11.5,0,4,0,1,12,1,1,2.939340114593506,Earnings from trade,2,1,1,3,1,1,1,2,4,1,0,250,250,0
55,0,0,0,0.32484734058380127,70,2,21,13.5,2,8,0,0,2,2,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,3,4,0,1,260,220,40
54,1,0,0,0.41702672839164734,100,1,14,8,0,2,0,0,16,1,0,-0.8175992965698242,Earnings from trade,4,1,0,1,1,0,1,0,3,1,1,350,350,0
58,0,0,0,1.1002779006958008,70,2,23,12,0,14,0,1,8,2,1,-0.8175992965698242,Earnings from trade,3,1,1,3,1,0,2,2,4,0,0,230,230,0
30,0,0,0,0.32158589363098145,70,2,11,12,1,6,0,1,12,1,1,-0.06621140241622925,Earnings from trade,3,0,1,4,1,0,1,2,3,0,0,225,248,-23
45,0,0,0,0.033845409750938416,70,1,22,6,0,8,0,1,10,1,1,-0.06621140241622925,Current government job,2,1,1,1,1,0,2,3,4,1,0,300,300,0
45,1,0,0,0.42622819542884827,80,1,12,12.5,0,9,0,0,10,2,1,0.685176432132721,Daily labour,3,1,0,1,1,0,1,4,4,1,1,250,250,0
60,0,0,0,0.15339651703834534,70,1,16,16,0,9,1,1,10,3,1,-0.8175992965698242,Pension - Government,3,0,0,2,1,0,2,3,5,0,1,250,200,50
41,0,1,0,0.5182428956031799,90,2,14,11.5,0,5,0,1,5,2,1,2.1879522800445557,Daily labour,3,1,0,4,1,1,1,3,4,1,1,250,250,0
65,0,1,0,1.0590959787368774,80,1,22,13,0,2,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,1,0,1,2,3,1,1,150,150,0
60,0,0,1,0.05208465829491615,40,2,14,8,1,8,1,0,0,2,1,2.1879522800445557,Earnings from trade,2,1,0,3,1,1,2,3,3,1,1,300,300,0
43,0,0,1,0.11443041265010834,80,2,20,12.5,2,7,0,1,8,1,0,-0.06621140241622925,Current government job,3,0,1,2,1,0,1,2,2,0,0,250,280,-30
40,0,0,0,0.22353549301624298,80,2,23,15,0,6,0,1,10,1,1,-0.8175992965698242,Earnings from trade,3,0,0,1,1,0,2,2,4,1,1,220,180,40
46,0,0,0,0.34361234307289124,90,2,13,13,1,6,0,1,10,2,1,-0.8175992965698242,Daily labour,3,0,0,4,1,0,2,3,4,0,1,232,215,17
54,0,0,0,0.19619138538837433,60,2,24,9,0,4,0,0,5,2,1,-0.06621140241622925,Earnings from trade,2,1,1,4,1,0,2,1,3,1,0,200,200,0
63,0,1,1,0.28588125109672546,80,2,16.5,16,0,13,1,1,10,1,1,-1.5689871311187744,Earnings from agricultural land,3,0,0,2,1,0,2,3,6,0,1,180,160,20
54,0,0,1,0.22067803144454956,60,1,23,8,1,12,0,1,10,3,1,1.436564326286316,Earnings from trade,2,1,0,2,1,1,2,3,4,1,1,250,250,0
32,0,0,0,0.09105075150728226,80,1,23,13.5,1,5,1,1,10,1,1,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,3,0,1,210,190,20
23,0,1,1,0.27753305435180664,80,1,14.5,13,0,5,0,1,5,2,1,-0.06621140241622925,Private job with a salary,3,0,1,1,1,0,1,2,4,1,0,150,160,-10
40,0,0,0,0.38022083044052124,50,1,15,9,0,6,0,1,5,1,0,0.685176432132721,Daily labour,4,1,0,4,1,0,1,1,2,1,1,350,350,0
41,0,0,0,0.13001686334609985,70,2,20,14,2,7,0,1,2,2,0,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,2,0,0,200,240,-40
50,1,1,1,0.4722355604171753,100,1,11.5,9,0,7,0,0,10,1,1,0.685176432132721,Earnings from trade,2,1,1,1,0,1,1,4,3,1,0,200,200,0
40,0,0,0,0.38022083044052124,95,1,21.5,10.5,0,9,1,1,16,2,1,2.939340114593506,Current government job,2,1,1,5,1,1,1,5,5,0,0,150,150,0
51,0,0,0,0.07985276728868484,50,1,15,9,0,9,0,1,10,2,1,0.685176432132721,Earnings from trade,2,1,1,1,1,1,2,3,4,1,0,50,50,0
23,0,0,0,0.28588125109672546,90,1,20,13.5,1,6,0,0,16,3,0,-0.06621140241622925,Current government job,3,0,0,2,1,0,1,2,2,0,1,280,250,30
45,1,0,0,0.3342134654521942,90,1,23,10,0,5,0,1,10,1,1,0.685176432132721,Earnings from trade,3,1,1,2,1,1,1,2,5,1,0,200,200,0
50,1,0,0,0.4722355604171753,80,1,23.5,12.5,0,6,0,0,10,2,1,2.939340114593506,Earnings from trade,2,1,0,3,1,1,1,4,4,1,1,150,150,0
35,0,0,0,0.16898295283317566,90,2,13,11,1,4,0,1,0,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,2,0,1,254,232,22
38,0,0,0,0.10417667776346207,70,1,14,7,0,5,1,1,10,1,1,-0.06621140241622925,Daily labour,2,1,0,1,1,0,2,2,4,0,1,120,120,0
40,0,0,0,0.20794905722141266,80,2,13,12,1,6,0,1,10,2,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,2,0,1,248,210,38
40,0,0,0,0.10417667776346207,60,1,24,9,0,8,1,1,12,1,1,1.436564326286316,Earnings from trade,2,1,0,2,1,1,2,2,4,1,1,350,350,0
56,0,0,1,0.05208465829491615,75,2,20.5,12,2,4,0,0,12,1,0,-0.06621140241622925,Current government job,3,0,1,4,1,0,1,2,2,0,0,240,275,-35
33,0,0,0,0.13001686334609985,85,1,21,14.5,1,9,0,1,10,2,1,-0.06621140241622925,Daily labour,3,0,1,3,1,0,1,2,3,0,0,200,240,-40
32,0,0,0,0.8902325630187988,90,2,19,14,2,7,0,1,10,2,0,0.685176432132721,Private job with a salary,3,0,1,2,1,0,1,2,2,0,0,175,200,-25
55,0,0,0,0.07546431571245193,75,2,22,13.5,2,4,0,1,10,2,1,-0.06621140241622925,Daily labour,3,0,1,3,1,0,1,2,3,0,0,210,250,-40
40,0,0,0,0.19236262142658234,90,2,14,10,1,5,0,1,10,1,0,0.685176432132721,Daily labour,3,0,1,4,1,0,1,1,3,0,0,200,208,-8
25,0,0,0,0.8232558369636536,70,2,12,11,1,6,0,0,12,2,0,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,3,0,1,208,195,13
32,0,0,0,1.542372703552246,70,2,14,16,1,5,0,1,8,1,1,-0.06621140241622925,Daily labour,3,0,1,1,1,0,0,2,4,0,0,160,200,-40
32,1,0,0,0.2001558393239975,100,1,11.5,10,0,4,0,0,10,1,0,0.685176432132721,Earnings from trade,4,1,1,1,1,1,1,2,2,1,0,210,210,0
55,0,0,0,0.34361234307289124,70,1,13,15,1,6,0,1,12,2,1,-1.5689871311187744,Current government job,3,0,0,2,0,0,1,2,5,1,1,250,220,30
28,0,0,0,0.5642502903938293,80,2,23,9,0,10,1,1,0,2,1,0.685176432132721,Private job with a salary,4,1,1,2,1,1,2,3,4,1,0,100,100,0
36,1,0,0,0.4722355604171753,90,1,23,12,0,9,0,1,8,2,1,0.685176432132721,Earnings from trade,4,1,1,4,1,1,1,3,4,1,0,270,270,0
42,0,1,1,0.26250159740448,90,2,24,17,1,5,1,1,8,1,1,-0.06621140241622925,Earnings from trade,3,0,1,2,1,0,1,2,6,1,0,150,200,-50
38,0,1,1,0.42622819542884827,100,1,12,10.5,0,7,0,0,10,1,1,1.436564326286316,Earnings from trade,2,1,0,1,1,1,1,4,5,1,1,300,300,0
55,1,0,0,0.41702672839164734,100,1,13.333333969116211,8.333333015441895,0,6,0,0,5,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,0,1,1,0,3,1,1,320,320,0
54,1,1,1,0.2001558393239975,100,1,11,8,0,7,0,0,10,2,0,0.685176432132721,Earnings from trade,4,1,0,1,1,1,1,4,2,1,1,300,300,0
45,1,1,1,0.42622819542884827,100,1,10,9.5,0,6,0,0,5,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,1,0,1,3,4,1,1,225,225,0
23,1,1,1,0.41702672839164734,100,1,13,8,0,6,0,0,12,1,0,-0.06621140241622925,Earnings from trade,2,1,0,5,0,1,1,3,5,1,1,180,180,0
26,0,1,1,0.27753305435180664,90,1,11.5,14.5,1,4,1,1,9,2,1,-1.5689871311187744,Private job with a salary,3,0,0,1,0,0,0,2,5,1,1,190,150,40
28,0,0,0,0.13001686334609985,90,2,13,11,2,4,1,1,0,2,0,1.436564326286316,Private job with a salary,3,0,1,3,1,0,1,1,2,0,0,248,272,-24
55,0,0,0,1.3389829397201538,70,2,13.5,14,1,7,0,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,1,1,1,0,1,3,4,0,0,150,190,-40
40,0,0,0,0.20794905722141266,70,2,12,10,1,2,1,0,10,1,0,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,202,216,-14
27,0,0,0,0.303964763879776,70,2,13,12,1,5,1,1,7,1,0,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,2,2,0,1,265,230,35
19,0,0,0,0.32484734058380127,85,1,21,13.333333969116211,1,12,0,1,8,2,0,-0.06621140241622925,Private job with a salary,3,0,1,3,1,0,1,3,2,0,0,230,260,-30
53,0,0,0,0.36563876271247864,80,1,21.5,14,0,4,0,0,8,1,1,-0.06621140241622925,Earnings from trade,3,0,1,1,1,0,1,2,6,0,0,200,230,-30
43,0,0,0,0.012161954306066036,40,2,16,8,0,8,1,1,10,2,1,0.685176432132721,Private job with self-employment,3,1,0,2,1,1,2,2,4,1,1,250,250,0
50,1,1,1,0.42622819542884827,100,1,14.5,8.5,0,4,0,0,10,1,1,-0.8175992965698242,Earnings from trade,3,1,1,1,0,0,1,0,4,1,0,230,230,0
35,1,1,1,0.41702672839164734,100,1,12.5,10,0,5,0,0,10,1,1,0.685176432132721,Earnings from trade,2,1,1,1,0,1,1,3,4,1,0,125,125,0
30,0,0,0,1.0179141759872437,99,1,21.5,12.5,1,2,0,0,18,1,1,1.436564326286316,Current government job,2,1,1,3,1,1,1,2,3,1,0,200,200,0
40,0,0,0,1.0179141759872437,70,1,22,16,0,7,1,0,10,1,1,-0.06621140241622925,Earnings from trade,3,0,1,1,1,0,1,3,4,1,0,130,160,-30
35,0,0,0,0.01311856135725975,80,1,22,7.5,1,5,1,0,10,2,1,-0.06621140241622925,Earnings from trade,3,1,1,4,1,1,2,2,3,1,0,350,350,0
40,1,0,0,0.38022083044052124,100,1,14,9,0,6,0,0,10,1,0,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,0,2,1,1,100,100,0
48,0,0,0,0.29955947399139404,80,2,14,13,1,6,0,1,12,1,0,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,3,2,0,1,249,226,23
24,0,0,0,1.1414598226547241,90,1,22,15,0,5,0,0,12,2,1,-0.06621140241622925,Earnings from trade,3,0,1,2,1,0,1,2,3,1,0,160,200,-40
48,0,0,0,0.38022083044052124,70,2,24,9,0,6,0,1,10,1,1,2.1879522800445557,Earnings from industry,2,1,1,1,1,1,1,2,4,1,0,390,390,0
25,0,0,0,0.05208465829491615,50,1,14,8.5,0,7,0,0,12,2,0,-0.06621140241622925,Daily labour,3,1,0,4,1,0,2,3,2,1,1,150,150,0
30,0,0,0,0.0258475374430418,70,2,22,7,1,3,0,1,16,1,1,2.939340114593506,Private job with self-employment,2,1,1,4,1,1,1,2,4,1,0,320,320,0
55,0,0,0,1.2650055885314941,90,2,23.5,16,0,5,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,0,0,3,1,0,1,2,4,1,1,240,200,40
32,0,0,0,1.0590959787368774,80,2,14,11,2,7,0,1,0,1,0,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,3,4,0,0,212,232,-20
29,0,0,0,0.14274582266807556,75,1,23,8.5,0,5,0,1,10,1,1,1.436564326286316,Earnings from trade,2,1,1,1,1,1,1,2,4,1,0,100,100,0
28,0,0,0,0.32158589363098145,90,2,12,9,1,2,1,1,16,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,2,0,1,210,200,10
45,0,0,0,1.3061875104904175,90,2,14,15,0,5,1,1,10,1,1,-0.8175992965698242,Earnings from agricultural land,3,0,1,1,0,0,1,2,3,0,0,120,160,-40
40,0,0,0,0.7860465049743652,80,2,16,16,0,10,1,1,8,2,1,-0.06621140241622925,Current government job,3,0,1,1,1,0,1,2,5,1,0,230,260,-30
23,0,0,0,0.8604651093482971,90,1,23,15.5,1,4,0,0,16,1,1,-0.8175992965698242,Private job with a salary,3,0,1,5,1,0,0,2,4,0,0,220,260,-40
56,1,0,0,0.2001558393239975,100,1,11,11,0,7,0,0,8,2,1,0.685176432132721,Earnings from trade,3,1,0,1,0,1,1,4,3,1,1,200,200,0
35,0,0,0,1.0179141759872437,80,2,12,11,2,6,0,1,10,1,1,-0.06621140241622925,Earnings from trade,3,0,1,4,1,0,1,2,3,0,0,205,222,-17
36,0,0,0,0.7488372325897217,70,2,15.5,16,0,9,1,1,10,1,1,-0.06621140241622925,Current government job,3,0,1,1,1,0,1,2,4,0,0,200,220,-20
40,0,0,0,0.3392070531845093,70,1,14,11,2,6,0,1,8,1,1,-0.8175992965698242,Earnings from trade,3,0,1,4,1,0,1,2,3,1,0,230,258,-28
30,0,0,0,1.0838052034378052,80,2,13,9,2,4,0,0,8,2,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,230,259,-29
31,0,0,0,0.934883713722229,90,2,22,15,0,14,0,1,10,2,1,-1.5689871311187744,Earnings from trade,3,0,1,2,1,0,2,3,6,1,0,200,250,-50
23,0,0,0,0.09105075150728226,50,1,13,9,0,6,0,0,3,1,0,1.436564326286316,Daily labour,4,1,0,3,1,0,1,1,2,1,1,260,260,0
27,1,1,1,0.16898295283317566,100,1,13.833333969116211,8.333333015441895,0,3,0,0,10,2,1,-0.06621140241622925,Private job with a salary,3,1,1,1,0,1,1,2,4,1,0,300,300,0
60,0,0,0,0.934883713722229,80,1,14,16,1,6,0,1,6,2,1,-0.06621140241622925,Daily labour,3,0,0,1,1,0,1,2,5,0,1,170,150,20
30,0,0,0,0.27753305435180664,90,2,22.5,15.5,1,5,0,1,12,1,1,0.685176432132721,Earnings from trade,3,0,1,4,1,1,1,2,6,0,0,200,230,-30
30,1,0,0,0.16898295283317566,100,1,10.5,10,1,7,0,0,12,2,1,-0.8175992965698242,Earnings from trade,3,1,1,4,0,1,2,3,5,1,1,50,50,0
48,0,0,0,0.23132871091365814,90,2,14,15,0,6,1,1,10,1,1,-0.8175992965698242,Daily labour,3,0,1,2,1,0,2,2,4,1,0,230,260,-30
53,0,0,0,0.18171192705631256,60,2,24,9,1,4,0,1,16,1,1,3.690727949142456,Private job with self-employment,2,1,1,2,1,1,1,2,4,1,0,360,360,0
37,0,0,0,0.2907488942146301,70,2,13,14,1,5,0,1,8,1,1,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,200,216,-16
49,0,0,0,0.0258475374430418,70,1,21,5,1,5,0,1,10,1,1,2.1879522800445557,Current government job,3,1,1,2,1,1,1,2,3,1,0,380,380,0
58,0,1,1,0.20794905722141266,100,1,10.5,8,0,6,0,0,18,2,1,0.685176432132721,Earnings from trade,3,1,1,1,0,1,1,4,6,1,0,250,250,0
42,1,1,1,0.4417456388473511,100,1,13.5,10,0,5,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,0,0,1,2,4,1,1,300,300,0
52,1,1,0,0.16898295283317566,90,4,14,10,0,9,0,1,8,1,1,1.436564326286316,Daily labour,3,1,1,4,1,1,1,4,3,1,0,300,300,0
40,0,0,1,0.06481363624334335,70,2,22,7,1,5,1,1,12,1,1,2.1879522800445557,Earnings from industry,3,1,0,2,1,1,1,2,3,1,1,100,100,0
50,0,0,0,0.32158589363098145,95,1,12,13.5,1,5,0,1,12,1,1,-0.06621140241622925,Daily labour,3,0,1,1,1,0,1,2,4,1,0,160,200,-40
58,1,0,0,0.20794905722141266,90,4,23,13,0,9,0,1,10,2,1,1.436564326286316,Earnings from trade,3,1,0,4,1,1,1,4,4,1,1,250,250,0
23,1,0,0,0.16898295283317566,80,2,22.5,12,0,6,0,0,12,2,1,2.1879522800445557,Earnings from trade,2,1,1,4,1,1,1,3,4,1,0,300,300,0
35,0,0,0,0.7860465049743652,80,2,21,14.5,2,8,0,1,8,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,3,4,0,1,295,250,45
36,0,0,0,1.0426232814788818,70,2,13,9,1,6,1,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,3,3,0,1,240,226,14
46,0,0,0,0.8009302616119385,85,1,19,14,2,10,0,1,2,4,1,-1.5689871311187744,Daily labour,3,0,0,3,1,0,2,4,4,0,1,240,200,40
60,1,0,0,0.24691516160964966,80,2,22,2,1,4,0,0,16,2,1,2.939340114593506,Pension - Government,2,1,0,2,1,1,1,3,4,1,1,200,200,0
25,0,0,0,0.20794905722141266,90,1,23,10,1,6,0,1,18,2,1,2.1879522800445557,Earnings from trade,2,1,0,5,1,1,1,4,4,0,1,300,300,0
50,0,0,0,0.20794905722141266,95,1,21,13,0,7,1,1,16,2,1,2.1879522800445557,Private job with a salary,2,1,1,5,1,1,1,4,4,0,0,200,200,0
28,1,0,0,0.42622819542884827,100,1,13.5,9.5,0,5,0,0,10,1,1,0.685176432132721,Earnings from trade,2,1,1,1,1,1,1,0,3,1,0,200,200,0
55,1,0,0,0.2001558393239975,100,1,11.5,10,0,8,0,0,8,2,1,0.685176432132721,Earnings from trade,3,1,0,3,0,1,1,4,3,1,1,150,150,0
55,0,0,0,0.33039647340774536,70,2,12,13,1,7,0,1,0,1,0,-0.06621140241622925,Daily labour,4,0,1,4,1,0,1,2,3,0,0,192,208,-16
18,0,0,0,0.1501840353012085,60,1,24,9,0,7,0,1,8,1,1,1.436564326286316,Earnings from trade,2,1,0,2,1,1,1,2,3,1,1,310,310,0
27,1,0,1,0.13001686334609985,80,2,23.5,10.5,0,7,1,1,10,2,1,2.1879522800445557,Earnings from trade,2,1,0,4,1,1,1,4,4,0,1,250,250,0
37,0,0,0,0.34361234307289124,75,1,21,14,1,15,1,1,3,2,1,-0.8175992965698242,Earnings from trade,3,0,1,2,1,0,2,5,6,0,0,175,210,-35
23,0,0,1,0.32158589363098145,90,1,20.5,13.5,2,23,1,1,16,3,1,-1.5689871311187744,Earnings from trade,3,0,0,4,1,0,3,5,7,0,1,260,220,40
45,1,0,0,0.24691516160964966,90,2,22.5,10,0,7,0,1,8,2,1,1.436564326286316,Earnings from trade,3,1,0,4,1,1,1,4,4,1,1,350,350,0
45,0,1,1,0.24691516160964966,100,1,13.5,8.5,0,6,0,0,0,1,0,-1.5689871311187744,Daily labour,4,1,0,1,0,0,1,2,3,1,1,150,150,0
50,1,0,0,0.20794905722141266,70,1,22.5,11,0,4,0,1,10,1,0,0.685176432132721,Earnings from trade,3,1,0,3,1,1,1,2,4,1,1,250,250,0
35,1,1,1,0.20794905722141266,100,1,13.5,7.5,0,4,0,0,10,1,1,0.685176432132721,Private job with a salary,3,1,0,1,0,1,1,2,3,1,1,100,100,0
44,1,1,0,0.13001686334609985,80,1,23,11,0,6,0,1,10,1,0,1.436564326286316,Private job with a salary,3,1,0,4,1,1,1,2,3,1,1,250,250,0
43,0,0,0,0.28588125109672546,80,2,20,13.5,2,4,0,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,1,2,1,0,1,2,3,0,0,180,200,-20
45,0,0,0,0.9125581383705139,75,2,20,15.5,2,9,0,1,3,2,1,-0.06621140241622925,Daily labour,3,0,1,2,1,0,1,3,4,0,0,240,270,-30
19,0,0,0,0.32158589363098145,80,2,20.5,13.5,1,15,0,1,12,5,1,-1.5689871311187744,Earnings from trade,3,0,1,2,1,0,3,5,6,0,0,250,290,-40
41,0,0,0,0.27753305435180664,70,1,13,12,1,8,1,1,10,2,1,-0.8175992965698242,Earnings from trade,3,0,0,4,1,0,2,3,4,0,1,230,206,24
53,0,0,0,0.26431718468666077,85,1,21,14.5,2,8,1,1,10,1,1,1.436564326286316,Earnings from trade,3,0,1,4,1,1,1,2,6,0,0,240,270,-30
52,0,0,0,1.0261505842208862,70,2,14,10,1,5,0,1,0,1,1,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,2,3,0,1,210,190,20
35,0,0,0,0.9932050108909607,80,1,21,15,1,25,0,1,10,6,1,2.1879522800445557,Private job with a salary,3,0,1,4,1,1,3,12,7,0,0,250,290,-40
33,0,0,0,0.935550332069397,90,1,22,15.5,1,5,1,1,12,1,1,2.939340114593506,Earnings from trade,3,0,1,4,1,1,1,3,5,0,0,185,210,-25
45,0,0,0,0.8976744413375854,80,2,20,16,2,7,0,1,5,1,0,-0.8175992965698242,Daily labour,3,0,0,4,1,0,1,2,4,0,1,200,180,20
43,0,0,0,1.1002779006958008,70,2,14,12,1,4,1,1,16,1,1,3.690727949142456,Private job with a salary,3,0,0,4,1,1,1,2,3,0,1,232,209,23
40,0,0,0,0.9932050108909607,80,1,20,13.5,2,8,0,1,2,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,3,0,1,285,250,35
35,0,1,1,1.1002779006958008,50,1,13,16,1,5,1,1,0,1,0,-0.06621140241622925,Daily labour,3,0,1,1,0,0,1,1,3,1,0,160,190,-30
54,0,0,0,1.0179141759872437,80,2,14,11,1,6,1,1,16,2,1,3.690727949142456,Earnings from trade,3,0,1,4,1,1,1,1,4,0,0,200,216,-16
27,0,0,0,1.1332234144210815,90,1,12,15.5,2,5,0,1,8,1,0,-0.06621140241622925,Daily labour,4,0,0,2,1,0,0,2,2,0,1,240,200,40
38,0,1,1,0.23132871091365814,90,1,14,15,0,8,1,1,5,2,1,-0.8175992965698242,Daily labour,3,0,0,2,1,0,2,3,5,0,1,260,220,40
19,0,0,0,0.9026047587394714,85,2,20,14.5,1,2,0,0,5,1,0,-0.06621140241622925,Daily labour,4,0,1,3,1,0,1,2,2,0,0,240,270,-30
72,0,1,1,0.2780880331993103,100,1,16,15,0,10,1,1,8,3,1,-0.8175992965698242,Private job with a salary,3,0,1,1,1,0,2,3,5,1,0,200,220,-20
31,0,0,0,0.3014676868915558,100,1,13.5,15,1,8,1,1,18,4,1,-0.8175992965698242,Current government job,3,0,0,1,1,0,1,2,5,0,1,170,150,20
